,date,회사명,직무,url,경력,위치,지원방식,세부정보
1525,2023-02-04,㈜티로보틱스,AGV/AMR 설치 및 유지보수 경력직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40833215?Oem_Code=C1&logpath=1&stext=로봇&listno=1526,경력3년↑,경기,즉시지원,"포지션 및 자격요건
AGV/AMR 설치 및
 유지보수
담당업무
ㆍAGV/AMR 설치 및 유지보수 
ㆍ긴급 콜대응 및 고객요청 응대

자격요건
ㆍ기계, 전기, 전자 전공 전문학사 이상
ㆍ경력 3년 ~ 10년
ㆍ해외근무 가능 하신분 (미국, 중국 외)


전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1526,2023-02-04,㈜ 매틱스,기술영업 신입/경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40832494?Oem_Code=C1&logpath=1&stext=로봇&listno=1527,신입·경력,경북,즉시지원,"모집분야 및 자격요건
기술영업
( 2명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 신입·경력

우대사항
ㆍ인근거주자
ㆍ컴퓨터활용능력 우수자
ㆍ차량소지자
ㆍ문서작성 우수자

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1527,2023-02-04,히트앤쿨에너지,국방항공분야 국산화 분야 인력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40832437?Oem_Code=C1&logpath=1&stext=로봇&listno=1528,경력무관,충남,즉시지원,"모집분야 및 자격요건
국방항공분야 국산화 분야 인력 채용
( ○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관

우대사항
ㆍ전공 : 기계·메카트로닉스·로봇

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1528,2023-02-04,올어버트먼트㈜,생산직사원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40832276?Oem_Code=C1&logpath=1&stext=로봇&listno=1529,신입·경력2년↑,서울,즉시지원,"모집분야 및 자격요건
생산직사원
( ○명 )
담당업무
ㆍCNC 가공

자격요건
ㆍ학력 : 고졸이상 (졸업예정자 가능)
ㆍ경력 : 신입·경력

우대사항
ㆍ엑셀 고급능력 보유자
ㆍCAD/CAM 프로그램 능숙자
ㆍ컴퓨터활용능력 우수자
ㆍ고용촉진지원금 대상자
ㆍ국가유공자
ㆍ보훈대상자
ㆍ청년층
ㆍ장년층
ㆍ전공 : 자동차공학, 기계·메카트로닉스·로봇

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1529,2023-02-04,대산모델,[자동차 검사구]  대산 모델 - 신입/경력 정규직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40832348?Oem_Code=C1&logpath=1&stext=로봇&listno=1530,경력무관,울산,즉시지원,"모집분야 및 자격요건
[본사 -울산]  3차원 측정(layout machine) 오퍼레이터 및 현장 작업자 신입/경력 ( 2명 )
1 . 담당업무
       3차원 측정 - Layout machine 오퍼레이터     (1명)
   ㆍ3차원 측정기 ( layout machine )  - 4M X 6M  ,  Powerinspect System, 측정룸
   ㆍ자동차 검사구 측정,  제품 조립,  검사,  품질 육성,  T/O
     현장 작업자   (1명)
  ㆍ제품 관리 및 제품 납품 (울산 현대자동차 공장) 
  ㆍ현장 작업 서브

* 신입 지원 무관 - 업무에 대한 기술 교육 및 장기적으로 기술 육성 

2 . 자격요건

   ㆍ학력 : 학력무관
   ㆍ경력 : 신입무관, 경력2년↑우대

3 . 우대사항

   ㆍ해당직무 인턴경력, 해당직무 근무경험,  경력자 (2년)
   ㆍ전공 : 기계·메카트로닉스·로봇, 자동차공학, 공학계열
   ㆍ현장 작업자 관련 업무 유 경험 퇴직자 우대

4 . 근무지

   ㆍ울산광역시 북구 괴정1길 24       (대산모델 본사)


[충남 금산]  3차원 측정(layout machine) 및 MCT 오퍼레이터 신입/경력  ( 2명 )
1 . 담당업무
       3차원 측정 - Layout machine 오퍼레이터     (1명)
   ㆍ3차원 측정기 ( layout machine )  - 4M X 6M  ,  Powerinspect System, 측정룸
   ㆍ자동차 검사구 측정,  제품 조립,  검사,  품질 육성,  T/O


   MCT 가공 오퍼레이터    (1명)
   ㆍMCT  20호기,  Fanuc System
   ㆍ알루미늄, 스틸 가공 
   ㆍ내외장 총합 검사구 

* 신입 지원 무관 - 업무에 대한 기술 교육 및 장기적으로 기술 육성 

2 . 자격요건

   ㆍ학력 : 학력무관
   ㆍ경력 : 신입무관, 경력2년↑우대

3 . 우대사항

   ㆍ해당직무 인턴경력, 해당직무 근무경험,  경력자 (2년)
   ㆍ전공 : 기계·메카트로닉스·로봇, 자동차공학, 공학계열

4 . 근무지 

   ㆍ충청남도 금산군 추부면 성당로 19      (대산모델 제2공장)
            남대전ic에서 15분 거리

전형절차
ㆍ서류전형 > 1차면접 > 임원면접 > 최종합격
ㆍ면접일정은 전화를 통해서 통보 
ㆍ합격 통보 후 즉시 채용 진행

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.
   - 이력서 , 경력 사항 , 건강기록 등


기타사항
ㆍ자세한 정보는 회사 홈페이지의 자료들을 참조 바랍니다 . 
   www.dsmodel.co.kr"
1530,2023-02-04,창성모터스,수입차정비 일반정비 판금 테크니션 직원채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40832250?Oem_Code=C1&logpath=1&stext=로봇&listno=1531,경력5년↑,경기,즉시지원,"모집분야 및 자격요건
수입차 일반정비 직원채용
( 1명 )
  담당업무
ㆍ자동차 정비 (경정비, 중정비, 엔진수리, 하체수리, 전자제어진단)
ㆍ고객상담 및 견적작성, 부품관리, 작업장관리

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력3년↑

우대사항
ㆍ차량소지자
ㆍ인근거주자
ㆍ관련 자격증 보유자
ㆍ운전가능자
ㆍ자격증 : 자동차정비기능사, 자동차정비산업기사 
ㆍ전공 : 자동차공학, 기계·메카트로닉스·로봇
수입차 판금 직원채용
( 1명 )
담당업무
ㆍ자동차 판금 (차체수리, 용접, 절단, 차체탈부착)
ㆍ판금시설, 장비, 공구관리, 부품관리, 작업장관리
ㆍ고객상담 및 견적작성

자격요건 
ㆍ학력 : 학력무관
ㆍ경력 : 경력10년이상

우대사항
ㆍ차량소지자
ㆍ인근거주자
ㆍ운전가능자
ㆍ자격증 : 자동차차체수리기능사

전형절차
ㆍ서류전형 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1531,2023-02-04,㈜마루에이치알,[삼성전자 온양반도체 / 충남] 출하 및 차량배차 근무자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40828778?Oem_Code=C1&logpath=1&stext=로봇&listno=1532,경력무관,충남,즉시지원,"포지션 및 자격요건
화물출하 및 차량배차
( 0명 )
담당업무
ㆍ화물 물동량 확인 및  배차요청
ㆍ화물 적재
ㆍ적재된 수량 확인 

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관

우대사항
ㆍ상하차 경력자
ㆍ차량배차 경력자
ㆍ휴일 및 연장근무 가능자 
ㆍ인근거주자
ㆍ즉시출근 가능자
ㆍ장기근무 가능자


근무조건
    ㆍ마루HR 소속 파견직 근무( 23년 02월 01일 ~ 24년 02월 23일 ) 
    ㆍ기본급 260만원 (OT 수당 별도) 
    ㆍ주 5일 근무 (월~금요일) 09시~18시 
      ※ 물량에 따라 토요일 격주근무 , 휴일 및 연장 근무 발생 (수당 별도지급)

      근무지 위치
         ㆍ충남 아산시 배방읍 배방로 158 (삼성전자 온양반도체)
    전형절차
ㆍ서류전형 > 면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.
ㆍ출근일자 : 02월 01일 

문의처
ㆍHR 1팀 김인서 매니저
ㆍ010-8910-1145
ㆍE-mail : rladlstj1234@mrhr.co.kr"
1532,2023-02-04,㈜맥시스,수입/공정 검사 및 데이터관리 품질보증 신입 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40826933?Oem_Code=C1&logpath=1&stext=로봇&listno=1533,신입,인천,즉시지원,"모집분야 및 자격요건
품질보증팀
( ○명 )
담당업무
ㆍ3차원 측정기 운용 (헥사곤 CLASSIC)
ㆍ수입/공정 검사 및 데이터 관리 , 성적서 발행 등등 품질관리

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 신입

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1533,2023-02-04,㈜비아,함께하실 시각디자이너분을 모십니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/40831114?Oem_Code=C1&logpath=1&stext=로봇&listno=1534,경력무관,전북,즉시지원,"포지션 및 자격요건
시각디자이너
( 1명 )
(주)비아는 인공지능을 활용한 자율주행, 로봇, 드론, 스마트팜 사업을 하고 있습니다. 젊고 우수한 인재들이 많으며, 벤처기업, 전라북도 돋움기업, 전라북도 SW강소기업으로 선정되었습니다. 함께하실 시각디자이너분을 모십니다.
경력자 우대하고 있습니다.
포토샵, 일러스트레이터 능숙하신 분.

급여는 지원하시는 분의 능력에 따라 충분히 고려하도록 하겠습니다.
높은 경력을 가지신 분들도 지원해 주세요.

홈페이지 : http://www.viasofts.com/

[업무내용]
- 자사 운영 웹사이트 웹디자인
- 자사 개발 소프트웨어 UI 디자인
- 자사 제품 및 서비스 소개 이미지 제작

[우대사항]
- UI/UX 기획

[전형방법]
서류(이력서, 포트폴리오-자신의 기여도 표기), 면접

* 수습기간 : 3개월 이내로 발생할 수 있으며 수습기간 중 임금 감액은 없습니다.

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1534,2023-02-04,㈜비아,함께하실 소프트웨어/ 펌웨어 개발자를 모십니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/40831093?Oem_Code=C1&logpath=1&stext=로봇&listno=1535,경력무관,전북,즉시지원,"포지션 및 자격요건
시스템 소프트웨어 개발자
( 1명 )
(주)비아는 인공지능을 활용한 자율주행, 로봇, 드론, 스마트팜 사업을 하고 있습니다.
젊고 우수한 인재들이 많으며, 벤처기업, 전라북도 돋움기업, 전라북도 SW강소기업으로 선정되었습니다.

주요업무
스마트팜 자율주행 로봇 개발
스마트팜 AIoT 시스템 개발

자격요건
C, C++사용 가능 자
Microcontrollers: Atmega AVR, ARM 사용 가능하신 분
개발 툴  : Atmel Studio, Code Vision, IAR, 기타 유사 툴 사용해보신 경험이 있으신 분
전자 회로의 기초 지식이 있는 분

우대사항
전자 공학 또는 관련분야 전공자
전자 회로 지식이 있으신분
PCB설계, Artwork 가능하신분
Microcontroller를 이용한 원격제어 및 장치 제어 경험이 있으신분
모터 제어 경험이 있으신분
다양한 프로젝트 경험이 있으신분
열린 자세로 동료들과 소통할 수 있는 분

신입 / 경력

*수습기간 3개월 (수습기간 동안 임금 동일)

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1535,2023-02-04,㈜나우로보틱스,[NAU채용공고] 구매팀 신입/경력모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40831038?Oem_Code=C1&logpath=1&stext=로봇&listno=1536,신입,인천,즉시지원,"모집분야 및 자격요건
구매관리 구매마감
( 1명 )
담당업무
발주서 입력, 구매발주, 구매마감, 문서사무보조, 명세서수취 및 정리 외

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 신입 및 경력1년이상

우대사항
ㆍ꼼꼼하신분

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1536,2023-02-04,㈜나우로보틱스,[NAU채용] PLC 엔지니어 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40831012?Oem_Code=C1&logpath=1&stext=로봇&listno=1537,경력무관,인천,즉시지원,"모집분야 및 자격요건
PLC엔지니어 경력직 모집
( 1명 )
  PLC 제어 - 경력직
    - 자동화장비 PLC 프로그램 및 전기도면 설계
   - 장비 시운전 및 셋업
   - LS, MITSUBISHI 사용


우대사항
- 유관업무 경력자
    제출서류
       - 이력서 -희망 연봉 기재必
       -자기소개서 - 포트폴리오 또는 진행 Project 기술

전형절차
ㆍ서류전형 > 1차면접 (간혹 2차면접) >최종합격
ㆍ면접일정은 추후 통보됩니다.


유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1537,2023-02-04,㈜TPC메카트로닉스,[창원] 기술영업 신입/경력직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40830381?Oem_Code=C1&logpath=1&stext=로봇&listno=1538,경력무관,경남,즉시지원,"모집분야 및 자격요건
기술영업-창원
( 1명 )
담당업무
ㆍTARGET 업체 영업 추진
ㆍ영업활동을 통한 고객가치 실현 및 M/S 증대

자격요건
ㆍ학력 : 대졸 이상 (4년)
ㆍ경력 : 신입 또는 경력 (경력년수 무관)

우대사항
ㆍ전공 : 기계·메카트로닉스·로봇, 전기·전자공학
ㆍAutoCAD & Solidworks (3D) 활용 가능자
ㆍ운전 가능자
ㆍ컴퓨터 활용능력 보유자
ㆍ유관업무 경력자

근무지
ㆍ창원CS센터 : 경남 창원시 성산구 중앙대로 100번길 14 (상남동,스타타워즈빌딩 3층 303호)

전형절차
ㆍ서류전형 > 1차 면접 (CS센터) > 2차 면접 (본사 또는 CS센터) > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1538,2023-02-04,㈜TPC메카트로닉스,내부회계 담당자 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40830241?Oem_Code=C1&logpath=1&stext=로봇&listno=1539,경력무관,인천,즉시지원,"포지션 및 자격요건
내부회계
( 1명 )
담당업무
ㆍ별도 내부회계관리제도 감사 관련 연간 운영 및 평가/보고
ㆍ내부회계관리제도 통제 자문
ㆍ경영진단(감사) 수행
ㆍ연결내부회계관리제도 구축 프로젝트 수행(향후 진행)
ㆍ연결내부회계관리제도 구축 후 운영 및 평가/보고 (해외자회사)(향후 진행)
ㆍ관련 규정 및 Process 정립 등

자격요건
ㆍ학력 : 대졸이상 (졸업예정자 가능)
ㆍ경력 : 경력무관

우대사항
ㆍ상경계열 전공자 우대 (경영학, 경제학, 금융·회계·세무학 등)
ㆍ내부회계관리제도 감사 유관 업무 경험자
ㆍ회계감사, 결산 등 재무경력 보유자 (2~3년)
ㆍ전산실무 지식 보유자(전산 일반 통제)
ㆍMS Office 상급자

전형절차
ㆍ서류전형 > 1차면접(팀장) > 2차면접(본부장) > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1539,2023-02-04,에이치씨씨,반도체 물류장비 전장설계 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40830232?Oem_Code=C1&logpath=1&stext=로봇&listno=1540,신입·경력,충남,즉시지원,"포지션 및 자격요건
반도체 물류설비 전장 설계 채용
( ○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 신입·경력

우대사항
ㆍ인근거주자
ㆍ차량소지자
ㆍCAD/CAM 프로그램 능숙자
ㆍ전공 : 기계·메카트로닉스·로봇, 전기·전자공학, 제어계측공학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1540,2023-02-04,㈜TPC메카트로닉스,자금 담당자 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40830135?Oem_Code=C1&logpath=1&stext=로봇&listno=1541,경력무관,인천,즉시지원,"포지션 및 자격요건
자금관리
( 1명 )
담당업무
ㆍ매출/매입 전표입력
ㆍ자금 출납 등 재무회계

자격요건
ㆍ학력 : 대졸 이상
ㆍ경력 : 경력무관 (신입 지원 가능)

우대사항
ㆍ상경계열 전공자

전형절차
ㆍ서류전형 > 1차면접(팀장) > 2차면접(본부장) > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1541,2023-02-04,㈜대오정공,서울사무소 승강기사업부 설계직 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40829987?Oem_Code=C1&logpath=1&stext=로봇&listno=1542,신입·경력1년↑,서울,즉시지원,"포지션 및 자격요건
서울사무소 승강기사업부 설계직 직원 채용
( 1명 )
담당업무
ㆍ승강기 영업도면 설계
ㆍ승강기 설계 도면 관리 외

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 신입·경력1년↑

우대사항
ㆍ컴퓨터활용능력 우수자
ㆍCAD/CAM 프로그램 능숙자
ㆍ유관업무 경력자 (1년)
ㆍ즉시출근 가능자
ㆍ전공 : 기계·메카트로닉스·로봇

전형절차
ㆍ서류전형 > 1차면접 및 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1542,2023-02-04,㈜디비로보틱스,프로그래밍 10년 이상 경력자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40829848?Oem_Code=C1&logpath=1&stext=로봇&listno=1543,경력10년↑,서울,즉시지원,
1543,2023-02-04,㈜삼현,방산&대형개발실 연구원(전동기/발전기/감속기 개발) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40828615?Oem_Code=C1&logpath=1&stext=로봇&listno=1544,신입·경력8년↑,경남,즉시지원,"포지션 및 자격요건
모터개발팀/기구개발팀
( ○명 )
모터개발팀 담당업무
ㆍ신규 PJT 설계, 검토
ㆍ PJT 진행, 관리
ㆍ 전동기 및 발전기 설계 
ㆍ 고객 대응 / 협의 등

기구개발팀 담당업무
ㆍ감속기 개발 PJT 보조 작업
ㆍ기어 제원 선정 및 상세 도면 작업
ㆍ부품도 설계 및 도면 

자격요건
ㆍ학력 : 대졸이상
ㆍ경력 : 신입·경력8년↑

우대사항
ㆍ유관업무 경력자 (8년)
ㆍ전공 : 기계·메카트로닉스·로봇, 자동차공학, 제어계측공학

전형절차
ㆍ서류전형 > 임원면접 > 채용검진 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1544,2023-02-04,주식회사 제이에스케이,[신입/경력] 반도체 OLED 자동화장비 기구설계직팀원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40828540?Oem_Code=C1&logpath=1&stext=로봇&listno=1545,신입·경력3년↑,경기,즉시지원,"포지션 및 자격요건
기구설계개발 & 부설 연구소 팀원
( ○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 신입·경력3년↑

우대사항
ㆍ인근거주자
ㆍCAD/CAM 프로그램 능숙자
ㆍ유관업무 경력자 (3년)
ㆍ즉시출근 가능자
ㆍ장기근무 가능자
ㆍ전공 : 기계·메카트로닉스·로봇, 전기·전자공학, 전산학·컴퓨터공학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.

기타사항 
ㆍ제출서류는 면접전형시 알려드릴 예정이며,면접전형시 제출하신 서류는 채용 여부 확정 이후 요청시 반환합니다.
ㆍ채용 시 인종,종교,장애,성별,학력,나이 등으로 차별하지 않으며, 장애인과 국가유공자 및 국가보훈대상자는 관련 법규에 의거 하여
   우대합니다.  "
1545,2023-02-04,㈜삼현,자동차용개발실 연구원(모터/기구 설계) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40828524?Oem_Code=C1&logpath=1&stext=로봇&listno=1546,신입·경력5년↑,경남,즉시지원,"포지션 및 자격요건
선행개발팀/양산개발팀
( ○명 )
선행개발팀 담당업무(경력 5년이상)
ㆍ모터 기구/구조 설계(2D/3D모델링, 시작&양산도면 작도 및 분석)
ㆍRFI/RFQ 양산 대응
ㆍ모터 냉각 설계(냉각구조 및 열해석)
ㆍ모터 부품 설계(구조해석 포험)
ㆍ모터 개발 샘플 제작 및 평가 

양산개발팀 담당업무(경력 5년이상) 
ㆍ신규개발 프로젝트 관리
ㆍ2D / 3D 도면 작성 및 검도 (CATIA 사용자 우대)
ㆍ설계 원가 산출 및 관리
ㆍ유압펌프 개발경험자 우대

양산개발팀 담당업무(신입) 
ㆍ차량용 모터 기구 설계 및 구조해석
ㆍ2D / 3D 도면 작성 (CATIA 사용자 우대)
ㆍ설계 검증 및 제품 신뢰성 평가

자격요건
ㆍ학력 : 대졸이상
ㆍ경력 : 신입·경력5년↑

우대사항
ㆍ유관업무 경력자 (5년)
ㆍ석사 우대 - 전공 : 조선공학, 기계·메카트로닉스·로봇, 자동차공학

전형절차
ㆍ서류전형 > 임원면접 > 채용검진 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1546,2023-02-04,새한인텍㈜,수질환경 정규직 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/40828397?Oem_Code=C1&logpath=1&stext=로봇&listno=1547,경력무관,경기,즉시지원,"포지션 및 자격요건
설계 및 시운전
( ○명 )
담당업무
ㆍ설계 및 시운전

자격요건
ㆍ학력 : 대졸이상 (졸업예정자 가능)
ㆍ경력 : 경력무관

우대사항
ㆍCAD/CAM 프로그램 능숙자
ㆍ유관업무 경력자
ㆍ관련 자격증 보유자
ㆍ전공 : 기계·메카트로닉스·로봇, 화학공학, 환경학

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1547,2023-02-04,팩트리온,생산팀 장비 조립 엔지니어 신입경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/40828332?Oem_Code=C1&logpath=1&stext=로봇&listno=1548,경력무관,인천,즉시지원,"모집분야 및 자격요건
기계생산
( ○명 )
담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

자격요건
ㆍ학력 : 고졸이상 (졸업예정자 가능)
ㆍ경력 : 신입

우대사항
ㆍ인근거주자
ㆍ운전가능자
ㆍ유관업무 경력자
ㆍ즉시출근 가능자
ㆍ장기근무 가능자
ㆍ전공 : 기계·메카트로닉스·로봇

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1548,2023-02-04,㈜나로테크,연구개발부 기구설계직,https://www.jobkorea.co.kr/Recruit/GI_Read/40828066?Oem_Code=C1&logpath=1&stext=로봇&listno=1549,신입,경기,즉시지원,"모집분야 및 자격요건





기구설계연구원 
( 1명 )
담당업무
ㆍ2D, 3D 제품 도면 설계 
ㆍ조립 및 일반사무업무

자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 신입/경력 (년수무관)(사원, 주임, 대리급) ※초보자 지원가능 

우대사항
ㆍCAD/CAM 프로그램 능숙자
ㆍ관련 자격증 보유자 : 기계설계산업기사
ㆍ관련 학과 전공자 : 기계,메카토닉스,로봇

전형절차
ㆍ서류전형 > 면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
1549,2023-02-04,청세,[투자유치/잘나가는 스타트업] 마케팅 담당 매니저 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/40827195?Oem_Code=C1&logpath=1&stext=로봇&listno=1550,경력3년↑,전북,즉시지원,
1550,2023-02-04,㈜뉴인테크,산업용기계 기술 컨설팅 채용공고,https://www.jobkorea.co.kr/Recruit/GI_Read/40827101?Oem_Code=C1&logpath=1&stext=로봇&listno=1551,경력무관,경기,즉시지원,"모집분야 및 자격요건
기술 컨설팅 대리또는 신입사원
( 2명 )
담당업무
ㆍ산업에 필수적인 산업용 펌프및 밸브를 산업 현장에 적용 시키는 일.
ㆍ기존 업체및 지방 대리점 관리.

자격요건
ㆍ학력 : 초대졸이상 (졸업예정자 가능) , 
            만약 고졸의 경우 같은 업종에 경력 2년 이상 있는 경우.
ㆍ경력 : 경력무관

우대사항
ㆍ유관업무 경력자 (2년)
ㆍ자격증 : 2종보통운전면허  ( 필수 )
ㆍ전공 : 기계·메카트로닉스·로봇, 화학공학

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다."
